Compañía;País;Tipo;Ramo;Subramo;Moneda local; USD ;Año;Tasa de Cambio;AFILIADO
PROVIDENCIA;Argentina;Primas;Cascos;;163.539;5.712;2018;28,6326;NO AFILIADOS
PROVIDENCIA;Argentina;Siniestros;Carga;;1.080.061;37.721;2018;28,6326;NO AFILIADOS
PROVIDENCIA;Argentina;Siniestros;Cascos;;-788;-28;2018;28,6326;NO AFILIADOS
 PROVIDENCIA ;Argentina;Primas;Carga;;10.105.884;610.728;2017;16,54727;NO AFILIADOS
 PROVIDENCIA ;Argentina;Primas;Cascos;;141.632;8.559;2017;16,54727;NO AFILIADOS
 PROVIDENCIA ;Argentina;Siniestros;Carga;;1.840.199;111.209;2017;16,54727;NO AFILIADOS
 PROVIDENCIA ;Argentina;Siniestros;Cascos;;31.308;1.892;2017;16,54727;NO AFILIADOS
PROVIDENCIA;Argentina;Primas;Carga;;6.175.467;418.146;2016;14,7687;NO AFILIADOS
PROVIDENCIA;Argentina;Primas;Cascos;;20.111;1.362;2016;14,7687;NO AFILIADOS
PROVIDENCIA;Argentina;Siniestros;Cascos;;3.312;224;2016;14,7687;NO AFILIADOS
PROVIDENCIA;Paraguay;Primas;Carga;;113.667.003;16.806;2020;6763,54;NO AFILIADOS
PROVIDENCIA;Paraguay;Primas;Carga;;118.181.716;18.946;2019;6.237,89;NO AFILIADOS
PROVIDENCIA;Paraguay;Primas;Carga;;103.272.581;17.988;2018;5741,25;NO AFILIADOS
PROVIDENCIA;Paraguay;Siniestros;Carga;;7.752.268;1.350;2018;5741,25;NO AFILIADOS
PROVIDENCIA;Paraguay;Primas;Carga;;7.145.454;1.269;2017;5632,45;NO AFILIADOS
PROVIDENCIA;Paraguay;Siniestros;Carga;;0;0;2017;5632,45;NO AFILIADOS
PROVIDENCIA ;Paraguay;Siniestros;Carga;;14.586.950;2.338;2019;6.237,89;NO AFILIADOS
PROVINCIA;Argentina;Primas;Carga;Mercadería;1.278.812.577;1.396.892;2024;915,4699;NO AFILIADOS
PROVINCIA;Argentina;Primas;Cascos;;1.730.201.478;1.889.960;2024;915,4699;NO AFILIADOS
PROVINCIA;Argentina;Siniestros;Carga;Mercadería;413.646.373;451.840;2024;915,4699;NO AFILIADOS
PROVINCIA;Argentina;Siniestros;Cascos;;1.737.371.976;1.897.793;2024;915,4699;NO AFILIADOS
PROVINCIA;Argentina;Primas;Carga;;490.265.778;1.656.420;2023;295,9791;NO AFILIADOS
PROVINCIA;Argentina;Primas;Cascos;;396.253.847;1.338.790;2023;295,9791;NO AFILIADOS
ASSA;Panamá;Siniestros;Carga;;1.261.904;1.261.904;2019;1;AFILIADO
ASSA;Panamá;Siniestros;Cascos;;2.347.045;2.347.045;2019;1;AFILIADO
PROVINCIA;Argentina;Siniestros;Carga;;213.095.602;719.968;2023;295,9791;NO AFILIADOS
PROVINCIA;Argentina;Siniestros;Cascos;;1.550.940.122;5.240.033;2023;295,9791;NO AFILIADOS
PROVINCIA;Argentina;Primas;Carga;;198.211.873;1.514.529;2022;130,8736;NO AFILIADOS
PROVINCIA;Argentina;Primas;Cascos;;197.661.112;1.510.321;2022;130,8736;NO AFILIADOS
PROVINCIA;Argentina;Siniestros;Carga;;71.766.024;548.361;2022;130,8736;NO AFILIADOS
PROVINCIA;Argentina;Siniestros;Cascos;;118.166.801;902.908;2022;130,8736;NO AFILIADOS
PROVINCIA;Argentina;Primas;Carga;;118.108.772;1.242.162;2021;95,0832;NO AFILIADOS
PROVINCIA;Argentina;Primas;Cascos;;142.054.292;1.494.000;2021;95,0832;NO AFILIADOS
PROVINCIA;Argentina;Siniestros;Carga;;36.201.202;380.732;2021;95,0832;NO AFILIADOS
PROVINCIA;Argentina;Siniestros;Cascos;;33.495.943;352.280;2021;95,0832;NO AFILIADOS
PROVINCIA ;Argentina;Primas;Carga;;60.793.273;861.993;2020;70,5264;NO AFILIADOS
PROVINCIA ;Argentina;Primas;Cascos;;102.257.939;1.449.924;2020;70,5264;NO AFILIADOS
PROVINCIA ;Argentina;Siniestros;Carga;;17.652.934;250.302;2020;70,5264;NO AFILIADOS
PROVINCIA ;Argentina;Siniestros;Cascos;;15.307.489;217.046;2020;70,5264;NO AFILIADOS
 PROVINCIA  ;Argentina;Primas;Carga;Transporte mercaderías;34.484.309;715.047;2019;48,2266;NO AFILIADOS
PROVINCIA ;Argentina;Primas;Cascos;;17.610.425;365.160;2019;48,2266;NO AFILIADOS
 PROVINCIA  ;Argentina;Siniestros;Carga;Transporte mercaderías;7.458.144;154.648;2019;48,2266;NO AFILIADOS
PROVINCIA ;Argentina;Siniestros;Cascos;;11.838.961;245.486;2019;48,2266;NO AFILIADOS
 PROVINCIA  ;Argentina;Primas;Carga;;17.380.833;607.030;2018;28,6326;NO AFILIADOS
PROVINCIA ;Argentina;Primas;Cascos;;32.616.374;1.139.134;2018;28,6326;NO AFILIADOS
PROVINCIA ;Argentina;Siniestros;Carga;;8.210.615;286.758;2018;28,6326;NO AFILIADOS
PROVINCIA ;Argentina;Siniestros;Cascos;;4.921.914;171.899;2018;28,6326;NO AFILIADOS
 PROVINCIA  ;Argentina;Primas;Carga;;9.869.656;596.452;2017;16,54727;NO AFILIADOS
 PROVINCIA  ;Argentina;Primas;Cascos;;18.822.340;1.137.489;2017;16,54727;NO AFILIADOS
 PROVINCIA  ;Argentina;Siniestros;Carga;;1.555.122;93.981;2017;16,54727;NO AFILIADOS
ASSA;Panamá;Primas;Carga;;7.024.122;7.024.122;2018;1;AFILIADO
ASSA;Panamá;Primas;Cascos;Cascos Marítimos;9.294.351;9.294.351;2018;1;AFILIADO
 PROVINCIA  ;Argentina;Siniestros;Cascos;;2.852.819;172.404;2017;16,54727;NO AFILIADOS
PROVINCIA ;Argentina;Primas;Carga;;3.664.547;248.129;2016;14,7687;NO AFILIADOS
PROVINCIA ;Argentina;Primas;Cascos;;6.358.936;430.568;2016;14,7687;NO AFILIADOS
PROVINCIA ;Argentina;Siniestros;Carga;;975.342;66.041;2016;14,7687;NO AFILIADOS
PROVINCIA ;Argentina;Siniestros;Cascos;;820.392;55.549;2016;14,7687;NO AFILIADOS
PROVINCIA ;Argentina;Primas;Carga;;3.056.634;329.755;2015;9,2694;NO AFILIADOS
PROVINCIA ;Argentina;Primas;Cascos;;4.812.664;519.199;2015;9,2694;NO AFILIADOS
PROVINCIA ;Argentina;Siniestros;Carga;;882.329;95.187;2015;9,2694;NO AFILIADOS
PROVINCIA ;Argentina;Siniestros;Cascos;;572.640;61.777;2015;9,2694;NO AFILIADOS
PROVINCIA ;Argentina;Primas;Carga;;3.125.718;385.066;2014;8,117363014;NO AFILIADOS
PROVINCIA ;Argentina;Primas;Cascos;;4.650.310;572.884;2014;8,117363014;NO AFILIADOS
PROVINCIA ;Argentina;Siniestros;Carga;;1.721.556;212.083;2014;8,117363014;NO AFILIADOS
PROVINCIA ;Argentina;Siniestros;Cascos;;920.329;113.378;2014;8,117363014;NO AFILIADOS
PROVINCIA ;Argentina;Primas;Carga;;2.753.392;502.620;2013;5,478079178;NO AFILIADOS
PROVINCIA ;Argentina;Primas;Cascos;;5.937.959;1.083.949;2013;5,478079178;NO AFILIADOS
PROVINCIA ;Argentina;Siniestros;Carga;;458.805;83.753;2013;5,478079178;NO AFILIADOS
PROVINCIA ;Argentina;Siniestros;Cascos;;648.431;118.368;2013;5,478079178;NO AFILIADOS
PROVINCIA ;Argentina;Primas;Carga;;1.585.280;348.300;2012;4,551481818;NO AFILIADOS
PROVINCIA ;Argentina;Primas;Cascos;;3.557.064;781.518;2012;4,551481818;NO AFILIADOS
PROVINCIA ;Argentina;Siniestros;Carga;;-103.330;-22.702;2012;4,551481818;NO AFILIADOS
PROVINCIA ;Argentina;Siniestros;Cascos;;554.867;121.909;2012;4,551481818;NO AFILIADOS
PROVINCIA ;Argentina;Primas;Carga;;302.776;73.307;2011;4,130226423;NO AFILIADOS
PROVINCIA ;Argentina;Primas;Cascos;;2.008.264;486.236;2011;4,130226423;NO AFILIADOS
PROVINCIA ;Argentina;Siniestros;Carga;;1.251;303;2011;4,130226423;NO AFILIADOS
PROVINCIA ;Argentina;Siniestros;Cascos;;1.496.994;362.448;2011;4,130226423;NO AFILIADOS
PROVINCIA ;Argentina;Primas;Carga;;954.135;243.857;2010;3,912685772;NO AFILIADOS
PROVINCIA ;Argentina;Siniestros;Carga;;31.395;8.024;2010;3,912685772;NO AFILIADOS
PROVINCIA ;Argentina;Siniestros;Cascos;;376.412;96.203;2010;3,912685772;NO AFILIADOS
PROVINCIAL;Venezuela;Primas;Carga;;0;0;2012;4,2893;NO AFILIADOS
PROVINCIAL;Venezuela;Primas;Cascos;;0;0;2012;4,2893;NO AFILIADOS
PROVINCIAL;Venezuela;Siniestros;Carga;;0;0;2012;4,2893;NO AFILIADOS
PROVINCIAL;Venezuela;Siniestros;Cascos;;0;0;2012;4,2893;NO AFILIADOS
PROVINCIAL;Venezuela;Primas;Carga;;0;0;2011;4,2893;NO AFILIADOS
PROVINCIAL;Venezuela;Primas;Cascos;;0;0;2011;4,2893;NO AFILIADOS
ASSA;Panamá;Siniestros;Carga;;;2.530.100;2018;1;AFILIADO
ASSA;Panamá;Siniestros;Cascos;Cascos Marítimos;;2.740.587;2018;1;AFILIADO
PROVINCIAL;Venezuela;Siniestros;Carga;;0;0;2011;4,2893;NO AFILIADOS
PROVINCIAL;Venezuela;Siniestros;Cascos;;0;0;2011;4,2893;NO AFILIADOS
PROVINCIAL;Venezuela;Primas;Carga;;0;0;2010;4,230570411;NO AFILIADOS
PROVINCIAL;Venezuela;Primas;Cascos;;0;0;2010;4,230570411;NO AFILIADOS
PROVINCIAL;Venezuela;Siniestros;Carga;;0;0;2010;4,230570411;NO AFILIADOS
PROVINCIAL;Venezuela;Siniestros;Cascos;;0;0;2010;4,230570411;NO AFILIADOS
PRUDENCIA;Argentina;Primas;Carga;Mercadería;549.406;600;2024;915,4699;NO AFILIADOS
PRUDENCIA;Argentina;Primas;Carga;;512.639;1.732;2023;295,9791;NO AFILIADOS
PRUDENCIA;Argentina;Primas;Carga;;26.277;201;2022;130,8736;NO AFILIADOS
PRUDENCIA;Argentina;Primas;Carga;;-2.878;-41;2020;70,5264;NO AFILIADOS
PRUDENCIA;Argentina;Siniestros;Carga;;-11.670;-165;2020;70,5264;NO AFILIADOS
 PRUDENCIA ;Argentina;Primas;Carga;Transporte mercaderías;11.595;240;2019;48,2266;NO AFILIADOS
 PRUDENCIA ;Argentina;Siniestros;Carga;Transporte mercaderías;-27.293;-566;2019;48,2266;NO AFILIADOS
 PRUDENCIA ;Argentina;Primas;Carga;;123.222;4.304;2018;28,6326;NO AFILIADOS
PRUDENCIA;Argentina;Siniestros;Carga;;-2.176;-76;2018;28,6326;NO AFILIADOS
 PRUDENCIA ;Argentina;Primas;Carga;;2.468.467;149.177;2017;16,54727;NO AFILIADOS
 PRUDENCIA ;Argentina;Siniestros;Carga;;35.907;2.170;2017;16,54727;NO AFILIADOS
PRUDENCIA;Argentina;Primas;Carga;;80.600;5.457;2016;14,7687;NO AFILIADOS
PRUDENCIA;Argentina;Siniestros;Carga;;256.841;17.391;2016;14,7687;NO AFILIADOS
PRUDENCIA;Argentina;Primas;Carga;;235.155;25.369;2015;9,2694;NO AFILIADOS
PRUDENCIA;Argentina;Siniestros;Carga;;521;56;2015;9,2694;NO AFILIADOS
PRUDENCIA;Argentina;Primas;Carga;;93.506;11.519;2014;8,117363014;NO AFILIADOS
PRUDENCIA;Argentina;Siniestros;Carga;;2.419;298;2014;8,117363014;NO AFILIADOS
PRUDENCIA;Argentina;Primas;Carga;;29.367;5.361;2013;5,478079178;NO AFILIADOS
PRUDENCIA;Argentina;Siniestros;Carga;;-798;-146;2013;5,478079178;NO AFILIADOS
PRUDENCIA;Argentina;Primas;Carga;;38.300;8.415;2012;4,551481818;NO AFILIADOS
PRUDENCIA;Argentina;Siniestros;Carga;;-2.242;-493;2012;4,551481818;NO AFILIADOS
PRUDENCIA;Argentina;Primas;Carga;;227.617;55.110;2011;4,130226423;NO AFILIADOS
PRUDENCIA;Argentina;Siniestros;Carga;;21.557;5.219;2011;4,130226423;NO AFILIADOS
PRUDENCIA;Argentina;Primas;Carga;;26.818;6.854;2010;3,912685772;NO AFILIADOS
PRUDENCIA;Argentina;Siniestros;Carga;;-634;-162;2010;3,912685772;NO AFILIADOS
PRUDENTIAL;Brasil;Primas;RC;;1.557.424;661.607;2014;2,35400274;NO AFILIADOS
PRUDENTIAL;Brasil;Siniestros;Carga;Nacional;-56;-24;2014;2,35400274;NO AFILIADOS
PRUDENTIAL DO BRASIL;Brasil;Primas;Riesgos Petroleros;;0;0;2017;3,2;NO AFILIADOS
ASSA;Panamá;Primas;Carga;;4.922.496;4.922.496;2017;1;AFILIADO
ASSA;Panamá;Primas;Cascos;Cascos Marítimos;9.376.994;9.376.994;2017;1;AFILIADO
PRUDENTIAL DO BRASIL;Brasil;Primas;Riesgos Portuarios;;0;0;2017;3,2;NO AFILIADOS
PRUDENTIAL DO BRASIL;Brasil;Siniestros;Riesgos Petroleros;;-234;-73;2017;3,2;NO AFILIADOS
PRUDENTIAL DO BRASIL;Brasil;Siniestros;Riesgos Portuarios;;-189;-59;2017;3,2;NO AFILIADOS
PRUDENTIAL DO BRASIL;Brasil;Primas;Carga;Nacional;48.508.425;14.048.875;2016;3,452833333;NO AFILIADOS
PRUDENTIAL DO BRASIL;Brasil;Siniestros;Carga;Internacional;-3.090;-895;2016;3,452833333;NO AFILIADOS
PRUDENTIAL DO BRASIL;Brasil;Siniestros;Carga;Nacional;-3.330;-964;2016;3,452833333;NO AFILIADOS
PRUDENTIAL DO BRASIL;Brasil;Siniestros;Riesgos Petroleros;;316;92;2016;3,452833333;NO AFILIADOS
PRUDENTIAL DO BRASIL;Brasil;Siniestros;Riesgos Portuarios;;-9.847;-2.852;2016;3,452833333;NO AFILIADOS
 QBE ;Argentina;Primas;Carga;Transporte mercaderías;381.107.654;7.902.437;2019;48,2266;NO AFILIADOS
QBE;Argentina;Primas;Cascos;;33.839.845;701.684;2019;48,2266;NO AFILIADOS
 QBE ;Argentina;Siniestros;Carga;Transporte mercaderías;34.355.119;712.369;2019;48,2266;NO AFILIADOS
QBE;Argentina;Siniestros;Cascos;;12.472.731;258.628;2019;48,2266;NO AFILIADOS
QBE;Argentina;Primas;Carga;;1.018.002.228;35.553.957;2018;28,6326;NO AFILIADOS
QBE;Argentina;Primas;Cascos;;2.048.959;71.560;2018;28,6326;NO AFILIADOS
QBE;Argentina;Siniestros;Carga;;55.688.494;1.944.933;2018;28,6326;NO AFILIADOS
QBE;Argentina;Siniestros;Cascos;;618.212;21.591;2018;28,6326;NO AFILIADOS
QBE;Argentina;Primas;Carga;;572.172.508;34.578.061;2017;16,54727;NO AFILIADOS
QBE;Argentina;Primas;Cascos;;1.609.913;97.292;2017;16,54727;NO AFILIADOS
QBE;Argentina;Siniestros;Carga;;104.455.430;6.312.548;2017;16,54727;NO AFILIADOS
QBE;Argentina;Siniestros;Cascos;;69.385;4.193;2017;16,54727;NO AFILIADOS
QBE;Argentina;Primas;Carga;;200.956.287;13.606.904;2016;14,7687;NO AFILIADOS
QBE;Argentina;Primas;Cascos;;1.183.664;80.147;2016;14,7687;NO AFILIADOS
QBE;Argentina;Siniestros;Carga;;309;21;2016;14,7687;NO AFILIADOS
QBE;Argentina;Siniestros;Cascos;;-188.947;-12.794;2016;14,7687;NO AFILIADOS
QBE;Argentina;Primas;Carga;;132.710.356;14.317.038;2015;9,2694;NO AFILIADOS
QBE;Argentina;Primas;Cascos;;660.042;71.207;2015;9,2694;NO AFILIADOS
QBE;Argentina;Siniestros;Carga;;18.856.015;2.034.222;2015;9,2694;NO AFILIADOS
QBE;Argentina;Siniestros;Cascos;;30.850;3.328;2015;9,2694;NO AFILIADOS
QBE;Argentina;Primas;Carga;;77.625.511;9.562.898;2014;8,117363014;NO AFILIADOS
QBE;Argentina;Primas;Cascos;;493.880;60.842;2014;8,117363014;NO AFILIADOS
QBE;Argentina;Siniestros;Carga;;28.844.950;3.553.488;2014;8,117363014;NO AFILIADOS
QBE;Argentina;Siniestros;Cascos;;349.760;43.088;2014;8,117363014;NO AFILIADOS
QBE;Argentina;Primas;Carga;;87.976.377;16.059.713;2013;5,478079178;NO AFILIADOS
ASSA;Panamá;Siniestros;Carga;;;2.080.535;2017;1;AFILIADO
ASSA;Panamá;Siniestros;Cascos;Cascos Marítimos;;1.400.907;2017;1;AFILIADO
QBE;Argentina;Primas;Cascos;;338.736;61.835;2013;5,478079178;NO AFILIADOS
QBE;Argentina;Siniestros;Carga;;31.749.011;5.795.647;2013;5,478079178;NO AFILIADOS
QBE;Argentina;Siniestros;Cascos;;78.823;14.389;2013;5,478079178;NO AFILIADOS
QBE;Argentina;Primas;Carga;;76.212.112;16.744.461;2012;4,551481818;NO AFILIADOS
QBE;Argentina;Primas;Cascos;;269.408;59.191;2012;4,551481818;NO AFILIADOS
QBE;Argentina;Siniestros;Carga;;11.927.424;2.620.558;2012;4,551481818;NO AFILIADOS
QBE;Argentina;Siniestros;Cascos;;76.913;16.898;2012;4,551481818;NO AFILIADOS
QBE;Brasil;Primas;Carga;Nacional;18.381.014;5.323.458;2016;3,452833333;NO AFILIADOS
QBE;Brasil;Primas;Carga;Internacional;1.954.111;565.944;2016;3,452833333;NO AFILIADOS
QBE;Brasil;Primas;RC;Terrestre;1.337.602;387.393;2016;3,452833333;NO AFILIADOS
QBE;Brasil;Primas;RC;Terrestre;866.166;250.857;2016;3,452833333;NO AFILIADOS
QBE;Brasil;Siniestros;Carga;Nacional;1.148.145;332.523;2016;3,452833333;NO AFILIADOS
QBE;Brasil;Siniestros;Carga;Internacional;808.957;234.288;2016;3,452833333;NO AFILIADOS
QBE;Brasil;Siniestros;RC;Terrestre;891.070;258.069;2016;3,452833333;NO AFILIADOS
QBE;Brasil;Siniestros;RC;Terrestre;785.710;227.555;2016;3,452833333;NO AFILIADOS
QBE;Brasil;Siniestros;Riesgos Petroleros;;-286;-83;2016;3,452833333;NO AFILIADOS
QBE;Brasil;Siniestros;Carga;Internacional;-2.629;-800;2015;3,286;NO AFILIADOS
QBE;Brasil;Siniestros;Carga;Nacional;-6.519;-1.984;2015;3,286;NO AFILIADOS
QBE;Brasil;Siniestros;Cascos;;4.549;1.384;2015;3,286;NO AFILIADOS
QBE;Brasil;Siniestros;RC;Todos;14.569;4.434;2015;3,286;NO AFILIADOS
QBE;Brasil;Siniestros;Riesgos Portuarios;;-516;-157;2015;3,286;NO AFILIADOS
QBE;Brasil;Primas;RC;;1.597.974;678.833;2014;2,35400274;NO AFILIADOS
QBE;Brasil;Siniestros;Carga;Nacional;-471.222;-200.179;2014;2,35400274;NO AFILIADOS
QBE;Brasil;Siniestros;Carga;;-2.540;-1.176;2013;2,160074995;NO AFILIADOS
QBE;Brasil;Siniestros;Carga;;62.765;32.114;2012;1,954423246;NO AFILIADOS
QBE;Brasil;Siniestros;Carga;;5.190;2.656;2012;1,954423246;NO AFILIADOS
QBE;Brasil;Siniestros;Carga;;-23.070;-11.804;2012;1,954423246;NO AFILIADOS
QBE;Brasil;Siniestros;Carga;;327.252;195.463;2011;1,674237746;NO AFILIADOS
QBE;Brasil;Siniestros;Carga;;68.999;41.212;2011;1,674237746;NO AFILIADOS
QBE;Brasil;Siniestros;Carga;;21.457;12.816;2011;1,674237746;NO AFILIADOS
QBE;Brasil;Siniestros;Carga;;68.536;38.921;2010;1,760887585;NO AFILIADOS
QBE;Brasil;Siniestros;Carga;;41.960;23.829;2010;1,760887585;NO AFILIADOS
ASSA;Panamá;Primas;Carga;;5.415.760;5.415.760;2016;1;AFILIADO
ASSA;Panamá;Primas;Cascos;;8.539.735;8.539.735;2016;1;AFILIADO
QBE;Brasil;Siniestros;Carga;;-1.677;-952;2010;1,760887585;NO AFILIADOS
QBE;Chile;Primas;Cascos;;70.764.787;105.242;2016;672,4;NO AFILIADOS
QBE;Chile;Siniestros;Carga;Terrestre;-21.398.622;-31.824;2016;672,4;NO AFILIADOS
QBE;Chile;Siniestros;Cascos;;142.794.185;212.365;2016;672,4;NO AFILIADOS
QBE;Chile;Primas;Carga;Terrestre;238.776.596;364.967;2015;654,240992;NO AFILIADOS
QBE;Chile;Primas;Cascos;;198.505.082;303.413;2015;654,240992;NO AFILIADOS
QBE;Chile;Siniestros;Carga;Terrestre;51.355.892;78.497;2015;654,240992;NO AFILIADOS
QBE;Chile;Siniestros;Carga;Terrestre;-7.905;-12;2015;672,4;NO AFILIADOS
QBE;Chile;Siniestros;Cascos;;-141.182.457;-215.796;2015;654,240992;NO AFILIADOS
QBE;Chile;Primas;Carga;Terrestre;208.162.433;364.967;2014;570,3590685;NO AFILIADOS
QBE;Chile;Primas;Cascos;;190.131.897;333.355;2014;570,3590685;NO AFILIADOS
QBE;Chile;Siniestros;Carga;Terrestre;-1.309.033;-2.295;2014;570,3590685;NO AFILIADOS
QBE;Chile;Siniestros;Cascos;;172.164.150;301.852;2014;570,3590685;NO AFILIADOS
QBE;Chile;Primas;Carga;;4.402.631;8.888;2013;495,3645616;NO AFILIADOS
QBE;Chile;Primas;Cascos;;74.181.732;149.752;2013;495,3645616;NO AFILIADOS
QBE;Chile;Siniestros;Carga;;1.196.419;2.415;2013;495,3645616;NO AFILIADOS
QBE;Chile;Siniestros;Cascos;;20.132.934;40.643;2013;495,3645616;NO AFILIADOS
QBE;Chile;Primas;Carga;;0;0;2011;483,3721918;NO AFILIADOS
QBE;Colombia;Primas;Carga;;1.288.420.000;392.502;2019;3282,58;NO AFILIADOS
QBE;Colombia;Primas;Cascos;;64.280.000;19.582;2019;3282,58;NO AFILIADOS
QBE;Colombia;Siniestros;Carga;;603.700.000;183.910;2019;3282,58;NO AFILIADOS
QBE;Colombia;Siniestros;Cascos;;96.890.000;29.516;2019;3282,58;NO AFILIADOS
QBE;Colombia;Primas;Carga;;3.343.000.000;1.115.802;2018;2996,05;NO AFILIADOS
QBE;Colombia;Primas;Cascos;Cascos Marítimos;1.767.000.000;589.777;2018;2996,05;NO AFILIADOS
QBE;Colombia;Siniestros;Carga;;1.563.040.000;521.700;2018;2996,05;NO AFILIADOS
QBE;Colombia;Siniestros;Cascos;Cascos Marítimos;17.620.000;5.881;2018;2996,05;NO AFILIADOS
QBE;Colombia;Primas;Carga;;3.243.000.000;1.094.772;2017;2962,26;NO AFILIADOS
QBE;Colombia;Primas;Cascos;Cascos Marítimos;3.156.000.000;1.069.077;2017;2952,08;NO AFILIADOS
QBE;Colombia;Siniestros;Carga;;1.099.630.000;371.213;2017;2962,26;NO AFILIADOS
QBE;Colombia;Siniestros;Cascos;Cascos Marítimos;54.000.000;18.292;2017;2952,08;NO AFILIADOS
ASSA;Panamá;Siniestros;Carga;;683.206;683.206;2016;1;AFILIADO
ASSA;Panamá;Siniestros;Cascos;;907.849;907.849;2016;1;AFILIADO
QBE;Colombia;Primas;Carga;;3.013.620.000;987.486;2016;3051,81;NO AFILIADOS
QBE;Colombia;Siniestros;Carga;;906.310.000;296.975;2016;3051,81;NO AFILIADOS
QBE;Colombia;Siniestros;Cascos;;6.693.500;2.193;2016;3051,81;NO AFILIADOS
QBE;Colombia;Primas;Carga;;2.841.670.000;1.035.826;2015;2743,38674;NO AFILIADOS
QBE;Colombia;Primas;Cascos;;333.902.636;121.712;2015;2743,38674;NO AFILIADOS
QBE;Colombia;Siniestros;Carga;;1.040.310.000;379.206;2015;2743,38674;NO AFILIADOS
QBE;Colombia;Siniestros;Cascos;;5.655.251;2.061;2015;2743,38674;NO AFILIADOS
QBE;Colombia;Primas;Carga;;2.307.990.000;1.154.184;2014;1999,672055;NO AFILIADOS
QBE;Colombia;Primas;Cascos;;273.600.000;136.822;2014;1999,672055;NO AFILIADOS
QBE;Colombia;Siniestros;Carga;;1.453.440.000;726.839;2014;1999,672055;NO AFILIADOS
QBE;Colombia;Siniestros;Cascos;;5.160.000;2.580;2014;1999,672055;NO AFILIADOS
QBE;Colombia;Primas;Carga;;3.239.186.000;1.733.502;2013;1868,579233;NO AFILIADOS
QBE;Colombia;Primas;Cascos;;73.794.000;39.492;2013;1868,579233;NO AFILIADOS
QBE;Colombia;Siniestros;Carga;;2.650.859.029;1.418.650;2013;1868,579233;NO AFILIADOS
QBE;Colombia;Siniestros;Cascos;;60.521.222;32.389;2013;1868,579233;NO AFILIADOS
QBE;Colombia;Primas;Carga;;4.275.272.341;2.378.749;2012;1797,277568;NO AFILIADOS
QBE;Colombia;Primas;Cascos;;278.151.086;154.762;2012;1797,277568;NO AFILIADOS
QBE;Colombia;Siniestros;Carga;;2.285.596.586;1.271.699;2012;1797,277568;NO AFILIADOS
QBE;Colombia;Siniestros;Cascos;;75.079.270;41.774;2012;1797,277568;NO AFILIADOS
QBE;Colombia;Primas;Carga;;4.984.569.310;2.699.459;2011;1846,506466;NO AFILIADOS
QBE;Colombia;Primas;Cascos;;76.746.068;41.563;2011;1846,506466;NO AFILIADOS
QBE;Colombia;Siniestros;Carga;;2.069.823.446;1.120.940;2011;1846,506466;NO AFILIADOS
QBE;Colombia;Siniestros;Cascos;;26.525.094;14.365;2011;1846,506466;NO AFILIADOS
QBE;Colombia;Primas;Carga;;5.677.919.866;2.991.050;2010;1898,303014;NO AFILIADOS
QBE;Colombia;Primas;Cascos;;294.375.415;155.073;2010;1898,303014;NO AFILIADOS
ASSA;Panamá;Primas;Cascos;;10.187.285;10.187.285;2015;1;AFILIADO
QBE;Colombia;Siniestros;Carga;;2.178.553.456;1.147.632;2010;1898,303014;NO AFILIADOS
QBE;Colombia;Siniestros;Cascos;;89.503.406;47.149;2010;1898,303014;NO AFILIADOS
QBE;México;Primas;Carga;;-60.000;-2.794;2020;21,4712;NO AFILIADOS
QBE;México;Siniestros;Carga;;1.600.000;74.518;2020;21,4712;NO AFILIADOS
QBE;México;Primas;Carga;;104.096.000;5.570.325;2016;18,6876;NO AFILIADOS
QBE;México;Primas;Cascos;;104.096.000;5.570.325;2016;18,6876;NO AFILIADOS
QBE;México;Siniestros;Carga;;39.538.000;2.115.734;2016;18,6876;NO AFILIADOS
QBE;México;Primas;Carga;;50.433.198;3.181.067;2015;15,85417589;NO AFILIADOS
QBE;México;Primas;Cascos;;3.642.987;229.781;2015;15,85417589;NO AFILIADOS
QBE;México;Siniestros;Carga;;24.930.113;1.572.464;2015;15,85417589;NO AFILIADOS
QBE;México;Siniestros;Cascos;;5.775.399;364.283;2015;15,85417589;NO AFILIADOS
QBE;México;Primas;Carga;;52.979.000;3.982.431;2014;13,30317968;NO AFILIADOS
QBE;México;Primas;Cascos;;7.202.000;541.374;2014;13,30317968;NO AFILIADOS
QBE;México;Siniestros;Carga;;20.517.000;1.542.263;2014;13,30317968;NO AFILIADOS
QBE;México;Siniestros;Cascos;;-9.195.000;-691.188;2014;13,30317968;NO AFILIADOS
QBE;México;Primas;Carga;;59.400.000;4.653.850;2013;12,7636263;NO AFILIADOS
QBE;México;Primas;Carga;;4.661.799;365.241;2013;12,7636263;NO AFILIADOS
QBE;México;Primas;Cascos;;14.489.000;1.135.179;2013;12,7636263;NO AFILIADOS
QBE;México;Primas;Cascos;;1.137.118;89.091;2013;12,7636263;NO AFILIADOS
QBE;México;Primas;RC;;7.444.000;583.220;2013;12,7636263;NO AFILIADOS
QBE;México;Primas;RC;;584.216;45.772;2013;12,7636263;NO AFILIADOS
QBE;México;Siniestros;Carga;;21.599.000;1.692.231;2013;12,7636263;NO AFILIADOS
QBE;México;Siniestros;Carga;;1.695.121;132.809;2013;12,7636263;NO AFILIADOS
QBE;México;Siniestros;Cascos;;670.000;52.493;2013;12,7636263;NO AFILIADOS
QBE;México;Siniestros;Cascos;;52.583;4.120;2013;12,7636263;NO AFILIADOS
