Compañía;País;Tipo;Ramo;Subramo;Moneda local; USD ;Año;Tasa de Cambio;AFILIADO
PORVENIR;Chile;Primas;Carga;Aerea;60.176.120;93.348;2018;644,64;NO AFILIADOS
PORVENIR;Chile;Primas;Carga;Maritima;20.260.856;31.430;2018;644,64;NO AFILIADOS
PORVENIR;Chile;Primas;Cascos;Cascos Marítimos;24.037.369;37.288;2018;644,64;NO AFILIADOS
PORVENIR;Chile;Siniestros;Carga;Maritima;136.864.147;212.311;2018;644,64;NO AFILIADOS
PORVENIR;Chile;Siniestros;Carga;Terrestre;89.781.778;139.274;2018;644,64;NO AFILIADOS
PORVENIR;Chile;Siniestros;Carga;Aerea;4.631.053;7.184;2018;644,64;NO AFILIADOS
PORVENIR;Chile;Siniestros;Cascos;Cascos Marítimos;1.709.079;2.651;2018;644,64;NO AFILIADOS
PORVENIR;Chile;Primas;Carga;Terrestre;422.017.109;650.338;2017;648,92;NO AFILIADOS
PORVENIR;Chile;Primas;Carga;Maritima;211.517.719;325.953;2017;648,92;NO AFILIADOS
ASSA;Panamá;Primas;Cascos;Marítimo;4.453.550;4.453.550;2023;1;AFILIADO
PORVENIR;Chile;Primas;Carga;Aerea;33.899.647;52.240;2017;648,92;NO AFILIADOS
PORVENIR;Chile;Primas;Cascos;Cascos Marítimos;2.894.199;4.460;2017;648,92;NO AFILIADOS
PORVENIR;Chile;Siniestros;Carga;Terrestre;348.081.040;536.401;2017;648,92;NO AFILIADOS
PORVENIR;Chile;Siniestros;Carga;Maritima;41.644.310;64.175;2017;648,92;NO AFILIADOS
PORVENIR;Chile;Siniestros;Carga;Aerea;15.462.527;23.828;2017;648,92;NO AFILIADOS
PORVENIR;Chile;Siniestros;Cascos;Cascos Marítimos;53.596;83;2017;648,92;NO AFILIADOS
PORVENIR;Chile;Primas;Carga;Terrestre;159.519.479;237.239;2016;672,4;NO AFILIADOS
PORVENIR;Chile;Primas;Carga;Marítima;13.855.950;20.607;2016;672,4;NO AFILIADOS
PORVENIR;Chile;Primas;Carga;Aérea;1.249.233;1.858;2016;672,4;NO AFILIADOS
PORVENIR;Chile;Siniestros;Carga;Terrestre;6.495.998;9.661;2016;672,4;NO AFILIADOS
PORVENIR;Chile;Siniestros;Carga;Aérea;1.499.576;2.230;2016;672,4;NO AFILIADOS
PORVENIR;Chile;Siniestros;Carga;Marítima;86.283;128;2016;672,4;NO AFILIADOS
PORVENIR;Chile;Siniestros;Carga;Terrestre;18.528;28;2015;672,4;NO AFILIADOS
ASSA;Panamá;Siniestros;Carga;Terrestre;310.036;310.036;2023;1;AFILIADO
PORVENIR;Chile;Siniestros;Carga;Marítima;14.728;22;2015;672,4;NO AFILIADOS
PORVENIR;Chile;Siniestros;Carga;Aérea;13.363;20;2015;672,4;NO AFILIADOS
PORVENIR;Ecuador;Primas;Carga;;152.000;152.000;2012;1;NO AFILIADOS
PORVENIR;Ecuador;Siniestros;Carga;;5.000;5.000;2012;1;NO AFILIADOS
PORVENIR;Ecuador;Primas;Carga;;314.000;314.000;2011;1;NO AFILIADOS
PORVENIR;Ecuador;Primas;Cascos;;0;0;2011;1;NO AFILIADOS
PORVENIR;Ecuador;Siniestros;Carga;;71.000;71.000;2011;1;NO AFILIADOS
PORVENIR;Ecuador;Siniestros;Cascos;;0;0;2011;1;NO AFILIADOS
PORVENIR;Ecuador;Primas;Carga;;170.000;170.000;2010;1;NO AFILIADOS
PORVENIR;Ecuador;Primas;Cascos;;0;0;2010;1;NO AFILIADOS
PORVENIR;Ecuador;Siniestros;Carga;;21.000;21.000;2010;1;NO AFILIADOS
ASSA;Panamá;Siniestros;Carga;Marítimo;1.064.241;1.064.241;2023;1;AFILIADO
PORVENIR;Ecuador;Siniestros;Cascos;;0;0;2010;1;NO AFILIADOS
PQ;Brasil;Primas;Riesgos Petroleros;;0;0;2017;3,2;NO AFILIADOS
PQ;Brasil;Siniestros;Riesgos Petroleros;;-79.548;-24.859;2017;3,2;NO AFILIADOS
PQ;Brasil;Siniestros;Carga;Nacional;-179.376;-51.950;2016;3,452833333;NO AFILIADOS
PQ;Brasil;Siniestros;Carga;Nacional;252.319;76.786;2015;3,286;NO AFILIADOS
PQ;Brasil;Siniestros;Carga;Nacional;-4.466;-1.897;2014;2,35400274;NO AFILIADOS
PQ;Brasil;Siniestros;Carga;;-16.002;-7.408;2013;2,160074995;NO AFILIADOS
ASSA;Panamá;Siniestros;Cascos;Marítimo;1.516.817;1.516.817;2023;1;AFILIADO
PREVIDÊNCIA DO SUL;Brasil;Primas;Carga;Internacional;0;0;2018;3,6757;NO AFILIADOS
PREVIDÊNCIA DO SUL;Brasil;Primas;Carga;Nacional;0;0;2018;3,6757;NO AFILIADOS
PREVIDÊNCIA DO SUL;Brasil;Primas;Cascos;Cascos Marítimos;0;0;2018;3,6757;NO AFILIADOS
PREVIDÊNCIA DO SUL;Brasil;Primas;Riesgos Petroleros;;0;0;2018;3,6757;NO AFILIADOS
PREVIDÊNCIA DO SUL;Brasil;Siniestros;Carga;Internacional;-283;-77;2018;3,6757;NO AFILIADOS
PREVIDÊNCIA DO SUL;Brasil;Siniestros;Carga;Nacional;-614;-167;2018;3,6757;NO AFILIADOS
PREVIDÊNCIA DO SUL;Brasil;Siniestros;Cascos;Cascos Marítimos;-706;-192;2018;3,6757;NO AFILIADOS
PREVIDÊNCIA DO SUL;Brasil;Siniestros;Riesgos Petroleros;;-190;-52;2018;3,6757;NO AFILIADOS
PREVIDÊNCIA DO SUL;Brasil;Primas;Carga;Nacional;0;0;2017;3,2;NO AFILIADOS
PREVIDÊNCIA DO SUL;Brasil;Primas;Carga;Internacional;0;0;2017;3,2;NO AFILIADOS
ASSA;Panamá;Primas;Carga;TRANSPORTE DE Carga TERRESTRE;3.134.889;3.134.889;2022;1;AFILIADO
PREVIDÊNCIA DO SUL;Brasil;Primas;Riesgos Petroleros;;0;0;2017;3,2;NO AFILIADOS
PREVIDÊNCIA DO SUL;Brasil;Siniestros;Carga;Internacional;-6.421;-2.007;2017;3,2;NO AFILIADOS
PREVIDÊNCIA DO SUL;Brasil;Siniestros;Carga;Nacional;-8.445;-2.639;2017;3,2;NO AFILIADOS
PREVIDÊNCIA DO SUL;Brasil;Siniestros;Riesgos Petroleros;;-833;-260;2017;3,2;NO AFILIADOS
PREVIDÊNCIA DO SUL;Brasil;Primas;Carga;Internacional;16.172;6.870;2014;2,35400274;NO AFILIADOS
PREVIDÊNCIA DO SUL;Brasil;Siniestros;Carga;Nacional;-36;-15;2014;2,35400274;NO AFILIADOS
PREVISUL;Brasil;Siniestros;Carga;Internacional;-1.397;-259;2024;5,3909;NO AFILIADOS
PREVISUL;Brasil;Siniestros;Cascos;;-3;-1;2024;5,3909;NO AFILIADOS
PREVISUL;Brasil;Primas;Carga;Nacional;36.511.291;10.574.299;2016;3,452833333;NO AFILIADOS
PREVISUL;Brasil;Siniestros;Carga;Internacional;-1.450;-420;2016;3,452833333;NO AFILIADOS
PREVISUL;Brasil;Siniestros;Carga;Nacional;-3.341;-968;2016;3,452833333;NO AFILIADOS
PREVISUL;Brasil;Siniestros;Riesgos Petroleros;;168;49;2016;3,452833333;NO AFILIADOS
PRIMERO;México;Primas;Carga;;179.503.993;8.932.902;2022;20,0947;NO AFILIADOS
ASSA;Panamá;Primas;Carga;TRANSPORTE DE Carga MARÍTIMO;6.103.992;6.103.992;2022;1;AFILIADO
PRIMERO;México;Siniestros;Carga;;86.140.121;4.286.708;2022;20,0947;NO AFILIADOS
PRIMERO;México;Primas;Carga;;135.580.000;6.687.647;2021;20,2732;NO AFILIADOS
PRIMERO;México;Siniestros;Carga;;63.058.480;3.110.435;2021;20,2732;NO AFILIADOS
PRIMERO;México;Primas;Carga;;108.660.000;5.060.733;2020;21,4712;NO AFILIADOS
PRIMERO;México;Siniestros;Carga;;24.330.000;1.133.146;2020;21,4712;NO AFILIADOS
PRIMERO;México;Primas;Carga;;135.583.303;7.043.618;2019;19,2491;NO AFILIADOS
PRIMERO;México;Siniestros;Carga;;43.570.000;2.263.482;2019;19,2491;NO AFILIADOS
PRIMERO;México;Primas;Carga;;43.192.000;2.242.575;2018;19,26;NO AFILIADOS
PRIMERO;México;Siniestros;Carga;;17.880.000;928.349;2018;19,26;NO AFILIADOS
PRIMERO;México;Primas;Carga;;25.020.000;1.325.212;2017;18,88;NO AFILIADOS
ASSA;Panamá;Primas;Cascos;;5.044.740;5.044.740;2022;1;AFILIADO
PRIMERO;México;Siniestros;Carga;;10.853.466;574.866;2017;18,88;NO AFILIADOS
PRIMERO;México;Primas;Carga;;21.659.000;1.159.004;2016;18,6876;NO AFILIADOS
PRIMERO;México;Primas;Cascos;;21.659.000;1.159.004;2016;18,6876;NO AFILIADOS
PRIMERO;México;Siniestros;Carga;;16.413.000;878.283;2016;18,6876;NO AFILIADOS
PRIMERO;México;Primas;Carga;;12.750.586;804.241;2015;15,85417589;NO AFILIADOS
PRIMERO;México;Siniestros;Carga;;1.374.648;86.706;2015;15,85417589;NO AFILIADOS
PRIMERO ;México;Primas;Carga;;247.057.894;13.938.543;2023;17,7248;NO AFILIADOS
PRIMERO ;México;Siniestros;Carga;;130.752.671;7.376.821;2023;17,7248;NO AFILIADOS
PRIMERO SEGURO AUTOS;México;Primas;Carga;;529.000;39.765;2014;13,30317968;NO AFILIADOS
PRIMERO SEGURO AUTOS;México;Siniestros;Carga;;17.000;1.278;2014;13,30317968;NO AFILIADOS
PRIMERO SEGUROS;México;Primas;Carga;;299.960.926;16.382.534;2024;18,3098;NO AFILIADOS
PRIMERO SEGUROS;México;Siniestros;Carga;;126.249.747;6.895.201;2024;18,3098;NO AFILIADOS
PRIMUS;Venezuela;Primas;Carga;;1.000;159;2015;6,2848;NO AFILIADOS
PRIMUS;Venezuela;Primas;Carga;;58.000;9.218;2014;6,2921;NO AFILIADOS
ASSA;Panamá;SINIESTROS;Carga;TRANSPORTE DE Carga TERRESTRE;309.763;309.763;2022;1;AFILIADO
PRIMUS;Venezuela;Primas;Carga;;0;0;2012;4,2893;NO AFILIADOS
PRIMUS;Venezuela;Primas;Cascos;;0;0;2012;4,2893;NO AFILIADOS
PRIMUS;Venezuela;Siniestros;Carga;;0;0;2012;4,2893;NO AFILIADOS
PRIMUS;Venezuela;Siniestros;Cascos;;0;0;2012;4,2893;NO AFILIADOS
PRIMUS;Venezuela;Primas;Carga;;0;0;2011;4,2893;NO AFILIADOS
PRIMUS;Venezuela;Primas;Cascos;;0;0;2011;4,2893;NO AFILIADOS
PRIMUS;Venezuela;Siniestros;Carga;;0;0;2011;4,2893;NO AFILIADOS
PRIMUS;Venezuela;Siniestros;Cascos;;0;0;2011;4,2893;NO AFILIADOS
PRODUCTORES DE FRUTAS;Argentina;Primas;Carga;Mercadería;34.175.052;37.331;2024;915,4699;NO AFILIADOS
PRODUCTORES DE FRUTAS;Argentina;Primas;Cascos;;-1.462.889;-1.598;2024;915,4699;NO AFILIADOS
PRODUCTORES DE FRUTAS;Argentina;Siniestros;Carga;Mercadería;-157.273;-172;2024;915,4699;NO AFILIADOS
ASSA;Panamá;SINIESTROS;Carga;TRANSPORTE DE Carga MARÍTIMO;1.077.639;1.077.639;2022;1;AFILIADO
PRODUCTORES DE FRUTAS;Argentina;Siniestros;Cascos;;77.059;84;2024;915,4699;NO AFILIADOS
PRODUCTORES DE FRUTAS;Argentina;Primas;Carga;;11.271.163;38.081;2023;295,9791;NO AFILIADOS
PRODUCTORES DE FRUTAS;Argentina;Primas;Cascos;;2.017.339;6.816;2023;295,9791;NO AFILIADOS
PRODUCTORES DE FRUTAS;Argentina;Siniestros;Carga;;446.035;1.507;2023;295,9791;NO AFILIADOS
PRODUCTORES DE FRUTAS;Argentina;Siniestros;Cascos;;64.255;217;2023;295,9791;NO AFILIADOS
PRODUSEGUROS;Ecuador;Primas;Carga;;327.494;327.494;2013;1;NO AFILIADOS
PRODUSEGUROS;Ecuador;Siniestros;Carga;;123.098;123.098;2013;1;NO AFILIADOS
PRODUSEGUROS;Ecuador;Primas;Carga;;222.000;222.000;2012;1;NO AFILIADOS
PRODUSEGUROS;Ecuador;Siniestros;Carga;;119.000;119.000;2012;1;NO AFILIADOS
ASSA;Panamá;SINIESTROS;Cascos;;793.327;793.327;2022;1;AFILIADO
PROF;Argentina;Primas;Carga;;135.743;1.037;2022;130,8736;NO AFILIADOS
PROF;Argentina;Primas;Cascos;;365.701;2.794;2022;130,8736;NO AFILIADOS
PROF;Argentina;SINIESTROS;Carga;;287.385.006;2.195.897;2022;130,8736;NO AFILIADOS
PROF;Argentina;SINIESTROS;Cascos;;-10.525;-80;2022;130,8736;NO AFILIADOS
PROF;Argentina;Primas;Carga;TRANSPORTE DE MERCADERIAS;359.196;3.778;2021;95,0832;NO AFILIADOS
PROF;Argentina;Primas;Cascos;TRANSPORTES Cascos;466.709;4.908;2021;95,0832;NO AFILIADOS
PROF;Argentina;Siniestros;Carga;TRANSPORTE DE MERCADERIAS;-287.491.225;-3.023.575;2021;95,0832;NO AFILIADOS
PROF;Argentina;Siniestros;Cascos;TRANSPORTES Cascos;478;5;2021;95,0832;NO AFILIADOS
PROF;Argentina;Primas;Carga;;1.033.266;14.651;2020;70,5264;NO AFILIADOS
PROF;Argentina;Primas;Cascos;;-476.909;-6.762;2020;70,5264;NO AFILIADOS
PROF;Argentina;Siniestros;Carga;;82.077;1.164;2020;70,5264;NO AFILIADOS
ASSA   ;Panamá;Primas;Carga;TRANSPORTE DE Carga TERRESTRE;1.193.062;1.193.062;2021;1;AFILIADO
PROF;Argentina;Siniestros;Cascos;;-3.943;-56;2020;70,5264;NO AFILIADOS
 PROF ;Argentina;Primas;Carga;Transporte mercaderías;1.012.726;20.999;2019;48,2266;NO AFILIADOS
PROF;Argentina;Primas;Cascos;;192.764;3.997;2019;48,2266;NO AFILIADOS
 PROF ;Argentina;Siniestros;Carga;Transporte mercaderías;237.975;4.935;2019;48,2266;NO AFILIADOS
PROF;Argentina;Siniestros;Cascos;;-5.879;-122;2019;48,2266;NO AFILIADOS
PROF;Argentina;Primas;Carga;;274.041;9.571;2018;28,6326;NO AFILIADOS
PROF;Argentina;Primas;Cascos;;55.004;1.921;2018;28,6326;NO AFILIADOS
PROF;Argentina;Siniestros;Carga;;-47.632;-1.664;2018;28,6326;NO AFILIADOS
PROF;Argentina;Siniestros;Cascos;;9.959;348;2018;28,6326;NO AFILIADOS
PROF;Argentina;Primas;Carga;;1.510.421;91.279;2017;16,54727;NO AFILIADOS
PROF;Argentina;Primas;Cascos;;41.264;2.494;2017;16,54727;NO AFILIADOS
PROF;Argentina;Siniestros;Carga;;220.848;13.346;2017;16,54727;NO AFILIADOS
PROF;Argentina;Siniestros;Cascos;;6.140;371;2017;16,54727;NO AFILIADOS
ASSA   ;Panamá;Primas;Carga;TRANSPORTE DE Carga MARÍTIMO;7.055.843;7.055.843;2021;1;AFILIADO
PROF;Argentina;Primas;Carga;;863.839;58.491;2016;14,7687;NO AFILIADOS
PROF;Argentina;Primas;Cascos;;23.438;1.587;2016;14,7687;NO AFILIADOS
PROF;Argentina;Siniestros;Carga;;360.243;24.392;2016;14,7687;NO AFILIADOS
PROF;Argentina;Siniestros;Cascos;;12.119;821;2016;14,7687;NO AFILIADOS
PROF;Argentina;Primas;Carga;;651.285;70.262;2015;9,2694;NO AFILIADOS
PROF;Argentina;Primas;Cascos;;17.211;1.857;2015;9,2694;NO AFILIADOS
PROF;Argentina;Siniestros;Carga;;255.278;27.540;2015;9,2694;NO AFILIADOS
PROF;Argentina;Siniestros;Cascos;;-150;-16;2015;9,2694;NO AFILIADOS
PROF;Argentina;Primas;Carga;;459.294;56.582;2014;8,117363014;NO AFILIADOS
ASSA   ;Panamá;Primas;Cascos;Cascos MARITIMOS;4.274.784;4.274.784;2021;1;AFILIADO
PROF;Argentina;Primas;Cascos;;13.047;1.607;2014;8,117363014;NO AFILIADOS
PROF;Argentina;Siniestros;Carga;;14.691;1.810;2014;8,117363014;NO AFILIADOS
PROF;Argentina;Siniestros;Cascos;;25;3;2014;8,117363014;NO AFILIADOS
PROF;Argentina;Primas;Carga;;268.749;49.059;2013;5,478079178;NO AFILIADOS
PROF;Argentina;Primas;Cascos;;12.023;2.195;2013;5,478079178;NO AFILIADOS
PROF;Argentina;Siniestros;Carga;;45.200;8.251;2013;5,478079178;NO AFILIADOS
PROF;Argentina;Siniestros;Cascos;;2.151;393;2013;5,478079178;NO AFILIADOS
PROF;Argentina;Primas;Carga;;163.859;36.001;2012;4,551481818;NO AFILIADOS
PROF;Argentina;Primas;Cascos;;7.329;1.610;2012;4,551481818;NO AFILIADOS
PROF;Argentina;Siniestros;Carga;;-5.890;-1.294;2012;4,551481818;NO AFILIADOS
PROF;Argentina;Siniestros;Cascos;;203;45;2012;4,551481818;NO AFILIADOS
PROF;Argentina;Primas;Carga;;384.589;93.116;2011;4,130226423;NO AFILIADOS
PROF;Argentina;Siniestros;Carga;;100.633;24.365;2011;4,130226423;NO AFILIADOS
ASSA   ;Panamá;Siniestros;Carga;TRANSPORTE DE Carga TERRESTRE;461.058;461.058;2021;1;AFILIADO
PROF;Argentina;Primas;Carga;;104.305;26.658;2010;3,912685772;NO AFILIADOS
PROF;Argentina;Siniestros;Carga;;11.511;2.942;2010;3,912685772;NO AFILIADOS
PROF;Argentina;Siniestros;Cascos;;142;36;2010;3,912685772;NO AFILIADOS
PROGRESO;Argentina;Primas;Carga;Mercadería;38.652.435;42.221;2024;915,4699;NO AFILIADOS
PROGRESO;Argentina;Siniestros;Carga;Mercadería;9.766.292;10.668;2024;915,4699;NO AFILIADOS
PROGRESO;Argentina;Primas;Carga;;14.562.311;49.200;2023;295,9791;NO AFILIADOS
PROGRESO;Argentina;Siniestros;Carga;;1.126.339;3.805;2023;295,9791;NO AFILIADOS
PROGRESO;Argentina;Primas;Carga;;7.659.088;58.523;2022;130,8736;NO AFILIADOS
PROGRESO;Argentina;SINIESTROS;Carga;;1.222.735;9.343;2022;130,8736;NO AFILIADOS
PROGRESO;Argentina;Primas;Carga;TRANSPORTE DE MERCADERIAS;5.356.753;56.338;2021;95,0832;NO AFILIADOS
ASSA   ;Panamá;Siniestros;Carga;TRANSPORTE DE Carga MARÍTIMO;2.097.571;2.097.571;2021;1;AFILIADO
PROGRESO;Argentina;Siniestros;Carga;TRANSPORTE DE MERCADERIAS;676.997;7.120;2021;95,0832;NO AFILIADOS
PROGRESO;Argentina;Primas;Carga;;3.689.474;52.313;2020;70,5264;NO AFILIADOS
PROGRESO;Argentina;Siniestros;Carga;;469.125;6.652;2020;70,5264;NO AFILIADOS
 PROGRESO ;Argentina;Primas;Carga;Transporte mercaderías;2.461.671;51.044;2019;48,2266;NO AFILIADOS
 PROGRESO ;Argentina;Siniestros;Carga;Transporte mercaderías;567.743;11.772;2019;48,2266;NO AFILIADOS
 PROGRESO ;Argentina;Primas;Carga;;1.836.370;64.136;2018;28,6326;NO AFILIADOS
PROGRESO;Argentina;Siniestros;Carga;;285.145;9.959;2018;28,6326;NO AFILIADOS
ASSA   ;Panamá;Siniestros;Cascos;Cascos MARITIMOS;1.533.590;1.533.590;2021;1;AFILIADO
 PROGRESO ;Argentina;Primas;Carga;;1.604.320;96.954;2017;16,54727;NO AFILIADOS
 PROGRESO ;Argentina;Siniestros;Carga;;265.936;16.071;2017;16,54727;NO AFILIADOS
PROGRESO;Argentina;Primas;Carga;;643.868;43.597;2016;14,7687;NO AFILIADOS
PROGRESO;Argentina;Siniestros;Carga;;-6.302;-427;2016;14,7687;NO AFILIADOS
PROGRESO;Argentina;Primas;Carga;;572.556;61.768;2015;9,2694;NO AFILIADOS
PROGRESO;Argentina;Siniestros;Carga;;-1.031.375;-111.267;2015;9,2694;NO AFILIADOS
PROGRESO;Argentina;Primas;Carga;;546.730;67.353;2014;8,117363014;NO AFILIADOS
PROGRESO;Argentina;Siniestros;Carga;;68.423;8.429;2014;8,117363014;NO AFILIADOS
PROGRESO;Argentina;Primas;Carga;;501.178;91.488;2013;5,478079178;NO AFILIADOS
PROGRESO;Argentina;Siniestros;Carga;;82.309;15.025;2013;5,478079178;NO AFILIADOS
PROGRESO;Argentina;Primas;Carga;;369.648;81.215;2012;4,551481818;NO AFILIADOS
PROGRESO;Argentina;Siniestros;Carga;;58.498;12.853;2012;4,551481818;NO AFILIADOS
PROGRESO;Argentina;Primas;Carga;;334.038;80.876;2011;4,130226423;NO AFILIADOS
PROGRESO;Argentina;Siniestros;Carga;;147.418;35.692;2011;4,130226423;NO AFILIADOS
PROGRESO;Argentina;Primas;Carga;;293.852;75.102;2010;3,912685772;NO AFILIADOS
PROGRESO;Argentina;Siniestros;Carga;;63.341;16.189;2010;3,912685772;NO AFILIADOS
ASSA;Panamá;Primas;Carga;TERRESTRE;1.091.225;1.091.225;2020;1;AFILIADO
ASSA;Panamá;Primas;Carga;MARITIMO;5.871.093;5.871.093;2020;1;AFILIADO
ASSA;Panamá;Primas;Cascos;;4.963.355;4.963.355;2020;1;AFILIADO
PROSEGUROS;República Dominicana;Primas;Carga;;101.381.197;2.663.651;2011;38,06098639;NO AFILIADOS
PROSEGUROS;República Dominicana;Primas;Cascos;;47.882.454;1.258.046;2011;38,06098639;NO AFILIADOS
PROSEGUROS;República Dominicana;Primas;Carga;;76.834.169;2.088.186;2010;36,7946996;NO AFILIADOS
PROSEGUROS;República Dominicana;Primas;Cascos;;42.340.979;1.150.736;2010;36,7946996;NO AFILIADOS
PROSEGUROS;Venezuela;Primas;Carga;;715.000;113.767;2015;6,2848;NO AFILIADOS
PROSEGUROS;Venezuela;Primas;Cascos;;695.000;110.584;2015;6,2848;NO AFILIADOS
PROSEGUROS;Venezuela;Siniestros;Carga;;415.000;66.032;2015;6,2848;NO AFILIADOS
PROSEGUROS;Venezuela;Primas;Carga;;1.341.000;213.124;2014;6,2921;NO AFILIADOS
PROSEGUROS;Venezuela;Primas;Cascos;;931.000;147.963;2014;6,2921;NO AFILIADOS
PROSEGUROS;Venezuela;Primas;Carga;;132.000;21.005;2013;6,2842;NO AFILIADOS
PROSEGUROS;Venezuela;Primas;Cascos;;12.000;1.910;2013;6,2842;NO AFILIADOS
PROSEGUROS;Venezuela;Primas;Carga;;314.000;73.205;2012;4,2893;NO AFILIADOS
PROSEGUROS;Venezuela;Primas;Cascos;;41.000;9.559;2012;4,2893;NO AFILIADOS
PROSEGUROS;Venezuela;Siniestros;Carga;;0;0;2012;4,2893;NO AFILIADOS
PROSEGUROS;Venezuela;Siniestros;Cascos;;0;0;2012;4,2893;NO AFILIADOS
PROSEGUROS;Venezuela;Primas;Carga;;150.000;34.971;2011;4,2893;NO AFILIADOS
PROSEGUROS;Venezuela;Primas;Cascos;;13.000;3.031;2011;4,2893;NO AFILIADOS
PROSEGUROS;Venezuela;Siniestros;Carga;;0;0;2011;4,2893;NO AFILIADOS
PROSEGUROS;Venezuela;Siniestros;Cascos;;0;0;2011;4,2893;NO AFILIADOS
PROSEGUROS;Venezuela;Primas;Carga;;81.000;19.146;2010;4,230570411;NO AFILIADOS
PROSEGUROS;Venezuela;Primas;Cascos;;7.000;1.655;2010;4,230570411;NO AFILIADOS
PROSEGUROS;Venezuela;Siniestros;Carga;;0;0;2010;4,230570411;NO AFILIADOS
PROSEGUROS;Venezuela;Siniestros;Cascos;;0;0;2010;4,230570411;NO AFILIADOS
PROTEGE;El Salvador;Primas;Carga;Transporte Marítimo;2.871;2.871;2024;1;NO AFILIADOS
PROTEGE;El Salvador;Primas;Carga;Transporte terrestre;63.921;63.921;2024;1;NO AFILIADOS
PROTEGE;El Salvador;Siniestros;Carga;Transporte Marítimo;315;315;2024;1;NO AFILIADOS
PROTEGE;El Salvador;Primas;Carga;Terrestre;56.926;56.926;2023;1;NO AFILIADOS
PROTEGE;El Salvador;Primas;Carga;Marítimo;2.308;2.308;2023;1;NO AFILIADOS
PROTEGE;El Salvador;Siniestros;Carga;Marítimo;707;707;2023;1;NO AFILIADOS
PROTEGE;El Salvador;Primas;Carga;Marítima;6.528;6.528;2022;1;NO AFILIADOS
PROTEGE;El Salvador;Primas;Carga;Aérea;654;654;2022;1;NO AFILIADOS
ASSA;Panamá;Siniestros;Carga;TERRESTRE;283.923;283.923;2020;1;AFILIADO
ASSA;Panamá;Siniestros;Carga;MARITIMO;1.777.504;1.777.504;2020;1;AFILIADO
ASSA;Panamá;Siniestros;Cascos;;1.468.588;1.468.588;2020;1;AFILIADO
PROTEGE;El Salvador;Primas;Carga;Terrestre;73.832;73.832;2022;1;NO AFILIADOS
PROTEGE;El Salvador;Siniestros;Carga;Marítima;29.577;29.577;2022;1;NO AFILIADOS
PROTEGE;El Salvador;Siniestros;Carga;Terrestre;0;0;2022;1;NO AFILIADOS
PROTEGE;El Salvador;Primas;Cascos;;0;0;2022;1;NO AFILIADOS
PROVIDENCIA;Argentina;Primas;Carga;Mercadería;95.942.170;104.801;2024;915,4699;NO AFILIADOS
PROVIDENCIA;Argentina;Primas;Cascos;;6.605.232;7.215;2024;915,4699;NO AFILIADOS
PROVIDENCIA;Argentina;Siniestros;Carga;Mercadería;2.468.746;2.697;2024;915,4699;NO AFILIADOS
PROVIDENCIA;Argentina;Siniestros;Cascos;;500.390;547;2024;915,4699;NO AFILIADOS
PROVIDENCIA;Argentina;Primas;Carga;;35.732.545;120.727;2023;295,9791;NO AFILIADOS
PROVIDENCIA;Argentina;Primas;Cascos;;1.717.406;5.802;2023;295,9791;NO AFILIADOS
PROVIDENCIA;Argentina;Siniestros;Carga;;2.832.728;9.571;2023;295,9791;NO AFILIADOS
PROVIDENCIA;Argentina;Siniestros;Cascos;;256.713;867;2023;295,9791;NO AFILIADOS
PROVIDENCIA;Argentina;Primas;Carga;;17.720.293;135.400;2022;130,8736;NO AFILIADOS
PROVIDENCIA;Argentina;Primas;Cascos;;861.064;6.579;2022;130,8736;NO AFILIADOS
PROVIDENCIA;Argentina;SINIESTROS;Carga;;1.954.642;14.935;2022;130,8736;NO AFILIADOS
PROVIDENCIA;Argentina;SINIESTROS;Cascos;;-47.408;-362;2022;130,8736;NO AFILIADOS
PROVIDENCIA;Argentina;Primas;Carga;TRANSPORTE DE MERCADERIAS;6.811.963;71.642;2021;95,0832;NO AFILIADOS
PROVIDENCIA;Argentina;Primas;Cascos;TRANSPORTES Cascos;677.424;7.125;2021;95,0832;NO AFILIADOS
PROVIDENCIA;Argentina;Siniestros;Carga;TRANSPORTE DE MERCADERIAS;-89.050;-937;2021;95,0832;NO AFILIADOS
PROVIDENCIA;Argentina;Siniestros;Cascos;TRANSPORTES Cascos;123.730;1.301;2021;95,0832;NO AFILIADOS
PROVIDENCIA;Argentina;Primas;Carga;;3.682.580;52.216;2020;70,5264;NO AFILIADOS
PROVIDENCIA;Argentina;Primas;Cascos;;624.812;8.859;2020;70,5264;NO AFILIADOS
PROVIDENCIA;Argentina;Siniestros;Carga;;239.961;3.402;2020;70,5264;NO AFILIADOS
PROVIDENCIA;Argentina;Siniestros;Cascos;;96.260;1.365;2020;70,5264;NO AFILIADOS
 PROVIDENCIA ;Argentina;Primas;Carga;Transporte mercaderías;3.617.530;75.011;2019;48,2266;NO AFILIADOS
ASSA;Panamá;Primas;Carga;;7.441.694;7.441.694;2019;1;AFILIADO
ASSA;Panamá;Primas;Cascos;;4.112.676;4.112.676;2019;1;AFILIADO
PROVIDENCIA;Argentina;Primas;Cascos;;226.411;4.695;2019;48,2266;NO AFILIADOS
 PROVIDENCIA ;Argentina;Siniestros;Carga;Transporte mercaderías;663.578;13.760;2019;48,2266;NO AFILIADOS
PROVIDENCIA;Argentina;Siniestros;Cascos;;6.050;125;2019;48,2266;NO AFILIADOS
 PROVIDENCIA ;Argentina;Primas;Carga;;4.932.686;172.275;2018;28,6326;NO AFILIADOS
